Model Architecture,Loss Function,Learning Rate,Accuracy Train,Accuracy Test,Num Lags,Num Layers,Hidden Size
"[Linear(in_features=47, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.531472384929657,0.5054432153701782,40,11,10
"[Linear(in_features=47, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.531472384929657,0.5054432153701782,40,11,10
"[Linear(in_features=47, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.531472384929657,0.5054432153701782,40,11,10
"[Linear(in_features=47, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.4685276448726654,0.4945567548274994,40,11,20
"[Linear(in_features=47, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.4685276448726654,0.4945567548274994,40,11,20
"[Linear(in_features=47, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.4685276448726654,0.4945567548274994,40,11,20
"[Linear(in_features=47, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.4685276448726654,0.4945567548274994,40,11,20
"[Linear(in_features=47, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.4685276448726654,0.4945567548274994,40,11,20
"[Linear(in_features=47, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.4685276448726654,0.4945567548274994,40,11,20
"[Linear(in_features=47, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.4685276448726654,0.4945567548274994,40,21,1
"[Linear(in_features=47, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.4685276448726654,0.4945567548274994,40,21,1
"[Linear(in_features=47, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.531472384929657,0.5054432153701782,40,21,1
"[Linear(in_features=47, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.531472384929657,0.5054432153701782,40,21,1
"[Linear(in_features=47, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.531472384929657,0.5054432153701782,40,21,1
"[Linear(in_features=47, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.531472384929657,0.5054432153701782,40,21,1
"[Linear(in_features=47, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.531472384929657,0.5054432153701782,40,21,5
"[Linear(in_features=47, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.531472384929657,0.5054432153701782,40,21,5
